name,avg_price,car_info
Bentley Mulsanne 2014 г.,59 000 000 ₸,"Город
Алматы
Поколение
2010 - 2016 2 поколение (3Y)
Кузов
седан
Объем двигателя, л
6.8 (бензин)
Пробег
45 000 км
Коробка передач
автомат
Привод
задний привод
Руль
слева
Цвет
золотистый металлик
Растаможен в Казахстане
Да"
Bentley Flying Spur 2015 г.,68 000 000 ₸,"Город
Алматы
Поколение
2013 - 2019 2 поколение (4W)
Кузов
седан
Объем двигателя, л
4 (бензин)
Пробег
7 000 км
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
черный металлик
Растаможен в Казахстане
Да"
Bentley Continental Flying Spur 2008 г.,14 500 000 ₸,"Город
Алматы
Поколение
2005 - 2012 1 поколение (3W)
Кузов
седан
Объем двигателя, л
6 (бензин)
Пробег
117 000 км
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
черный металлик
Растаможен в Казахстане
Да"
Bentley Mulsanne 2013 г.,63 000 000 ₸,"Город
Тараз
Поколение
2010 - 2016 2 поколение (3Y)
Кузов
седан
Объем двигателя, л
6.8 (бензин)
Пробег
46 000 км
Коробка передач
автомат
Привод
задний привод
Руль
слева
Цвет
бордовый металлик
Растаможен в Казахстане
Да"
Bentley Mulsanne 2013 г.,65 000 000 ₸,"Город
Алматы
Поколение
2010 - 2016 2 поколение (3Y)
Кузов
седан
Объем двигателя, л
6.8 (бензин)
Пробег
43 000 км
Коробка передач
автомат
Привод
задний привод
Руль
слева
Цвет
черный
Растаможен в Казахстане
Да"
Bentley Continental GT 2007 г.,4 500 000 ₸,"Город
Алматы
Поколение
2003 - 2011 1 поколение
Кузов
купе
Объем двигателя, л
6 (бензин)
Пробег
65 000 км
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
голубой металлик
Растаможен в Казахстане
Нет"
Bentley Continental Flying Spur 2007 г.,15 557 500 ₸,"Город
Алматы
Поколение
2005 - 2012 1 поколение (3W)
Кузов
седан
Объем двигателя, л
6 (бензин)
Пробег
78 730 км
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
белый металлик
Растаможен в Казахстане
Да"
Bentley Continental Flying Spur 2006 г.,10 554 736 ₸,"Город
Алматы
Поколение
2005 - 2012 1 поколение (3W)
Кузов
седан
Объем двигателя, л
6 (бензин)
Пробег
113 000 км
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
синий
Растаможен в Казахстане
Да"
Cadillac CT6 2016 г.,18 000 000 ₸,"Город
Актау
Поколение
2016 - 2018 1 поколение
Кузов
седан
Объем двигателя, л
3.6 (бензин)
Пробег
114 000 км
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
белый
Растаможен в Казахстане
Да"
Cadillac XT5 Sport 2023 г.,41 000 000 ₸,"Город
Караганда
Поколение
2016 - н.в. 1 поколение
Кузов
кроссовер
Объем двигателя, л
2 (бензин)
Коробка передач
автомат
Привод
полный привод
Руль
слева
Растаможен в Казахстане
Да"
Cadillac Escalade Premium Luxury Platinum ESV 2022 г.,89 977 000 ₸,"Город
Алматы
Поколение
2020 - н.в. 5 поколение
Кузов
внедорожник
Объем двигателя, л
6.2 (бензин)
Пробег
7 км
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
черный металлик
Растаможен в Казахстане
Да"
Cadillac Escalade Sport Platinum 2023 г.,89 000 000 ₸,"Город
Алматы
Поколение
2020 - н.в. 5 поколение
Кузов
внедорожник
Объем двигателя, л
6.2 (бензин)
Коробка передач
автомат
Привод
полный привод
Руль
слева
Растаможен в Казахстане
Да"
Cadillac Escalade Sport 2023 г.,82 000 000 ₸,"Город
Астана
Поколение
2020 - н.в. 5 поколение
Кузов
внедорожник
Объем двигателя, л
6.2 (бензин)
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
черный
Растаможен в Казахстане
Да"
Cadillac Escalade 2020 г.,40 218 148 ₸,"Город
Алматы
Поколение
2014 - 2020 4 поколение
Кузов
внедорожник
Объем двигателя, л
6.2 (бензин)
Пробег
29 000 км
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
черный металлик
Растаможен в Казахстане
Да"
Cadillac XT5 Sport 2023 г.,41 000 000 ₸,"Город
Астана
Поколение
2016 - н.в. 1 поколение
Кузов
кроссовер
Объем двигателя, л
2 (бензин)
Коробка передач
автомат
Привод
полный привод
Руль
слева
Растаможен в Казахстане
Да"
Cadillac XT5 Sport 2023 г.,41 700 000 ₸,"Город
Караганда
Поколение
2016 - н.в. 1 поколение
Кузов
кроссовер
Объем двигателя, л
2 (бензин)
Коробка передач
автомат
Привод
полный привод
Руль
слева
Растаможен в Казахстане
Да"
Cadillac Escalade Premium Luxury 2023 г.,80 000 000 ₸,"Город
Семей
Поколение
2020 - н.в. 5 поколение
Кузов
внедорожник
Объем двигателя, л
6.2 (бензин)
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
черный металлик
Растаможен в Казахстане
Да"
Cadillac Escalade Premium Luxury 2023 г.,80 000 000 ₸,"Город
Актау
Поколение
2020 - н.в. 5 поколение
Кузов
внедорожник
Объем двигателя, л
6.2 (бензин)
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
черный металлик
Растаможен в Казахстане
Да"
Cadillac XT5 Premium Luxury 2023 г.,41 000 000 ₸,"Город
Актобе
Поколение
2016 - н.в. 1 поколение
Кузов
кроссовер
Объем двигателя, л
2 (бензин)
Коробка передач
автомат
Привод
полный привод
Руль
слева
Растаможен в Казахстане
Да"
Cadillac Escalade Sport Platinum 2023 г.,89 000 000 ₸,"Город
Караганда
Поколение
2020 - н.в. 5 поколение
Кузов
внедорожник
Объем двигателя, л
6.2 (бензин)
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
серый металлик
Растаможен в Казахстане
Да"
Cadillac XT6 Premium Luxury 2023 г.,43 000 000 ₸,"Город
Караганда
Поколение
2019 - н.в. 1 поколение
Кузов
кроссовер
Объем двигателя, л
2 (бензин)
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
черный
Растаможен в Казахстане
Да"
Cadillac XT5 Premium Luxury 2023 г.,41 000 000 ₸,"Город
Шымкент
Поколение
2016 - н.в. 1 поколение
Кузов
кроссовер
Объем двигателя, л
2 (бензин)
Коробка передач
автомат
Привод
полный привод
Руль
слева
Растаможен в Казахстане
Да"
Cadillac Escalade Sport Platinum 2023 г.,89 000 000 ₸,"Город
Астана
Поколение
2020 - н.в. 5 поколение
Кузов
внедорожник
Объем двигателя, л
6.2 (бензин)
Коробка передач
автомат
Привод
полный привод
Руль
слева
Растаможен в Казахстане
Да"
Cadillac XT6 Premium Luxury 2023 г.,43 000 000 ₸,"Город
Шымкент
Поколение
2019 - н.в. 1 поколение
Кузов
кроссовер
Объем двигателя, л
2 (бензин)
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
белый
Растаможен в Казахстане
Да"
